一	4e00.a
锌	9485.b,8f9b.c
锍	9485.b,342c.c
锎	9485.b,2b52d.c
锏	9485.b,95f4.c
锐	9485.b,5151.c
锑	9485.b,5f1f.c
锒	9485.b,826f.c
锓	9485.b,20b36.c
锔	9485.b,5c40.c
锕	9485.b,963f.c
锖	9485.b,9752.c
锗	9485.b,8005.c
锘	9485.b,82e5.c
错	9485.b,6614.c
锚	9485.b,82d7.c
锛	9485.b,5954.c
锜	9485.b,5947.c
锝	9485.b,3775.c
锞	9485.b,679c.c
锟	9485.b,6606.c
锡	9485.b,6613.c
锢	9485.b,56fa.c
锣	9485.b,7f57.c
锤	9485.b,5782.c
锥	9485.b,96b9.c
锦	9485.b,5e1b.c
锧	9485.b,8d28.c
锨	9485.b,6b23.c
锩	9485.b,5377.c
锪	9485.b,5ffd.c
锫	9485.b,5485.c
锬	9485.b,708e.c
锭	9485.b,5b9a.c
键	9485.b,5efa.c
锯	9485.b,5c45.c
锰	9485.b,5b5f.c
锱	9485.b,753e.c
锲	9485.b,5951.c
锳	9485.b,82f1.c
锴	9485.b,7686.c
锵	9485.b,5c06.c
锶	9485.b,601d.c
锷	9485.b,54a2.c
锸	9485.b,81ff.c
锹	9485.b,79cb.c
锺	9485.b,91cd.c
锻	9485.b,6bb5.c
锼	9485.b,53df.c
锽	9485.b,7687.c
锾	9485.b,7230.c
锿	9485.b,54c0.c
镀	9485.b,5ea6.c
镁	9485.b,7f8e.c
镂	9485.b,5a04.c
镃	9485.b,5179.c
镄	9485.b,8d39.c
镅	9485.b,7709.c
镆	9485.b,83ab.c
镇	9485.b,771f.c
镈	9485.b,5c03.c
镉	9485.b,9b32.c
镊	9485.b,8042.c
镋	9485.b,515a.c
镌	9485.b,96bd.c
镍	9485.b,81ec.c
镎	9485.b,62ff.c
镏	9485.b,7559.c
镐	9485.b,9ad8.c
镑	9485.b,65c1.c
镒	9485.b,76ca.c
镓	9485.b,5bb6.c
镔	9485.b,5bbe.c
镕	9485.b,5bb9.c
镖	9485.b,7968.c
镗	9485.b,5802.c
镘	9485.b,66fc.c
镙	9485.b,7d2f.c
镚	9485.b,5d29.c
镛	9485.b,5eb8.c
镜	9485.b,7adf.c
镝	9485.b,5547.c
镞	9485.b,65cf.c
镟	9485.b,65cb.c
镠	9485.b,7fcf.c
镡	9485.b,8983.c
镢	9485.b,53a5.c
镣	9485.b,5c1e.c
镤	9485.b,83d0.c
镥	9485.b,9c81.c
镦	9485.b,6566.c
镧	9485.b,9611.c
镨	9485.b,666e.c
镩	9485.b,7a9c.c
镪	9485.b,5f3a.c
镫	9485.b,767b.c
镬	9485.b,84a6.c
镭	9485.b,96f7.c
镮	9485.b,7758.c
镯	9485.b,8700.c
镰	9485.b,5ec9.c
镱	9485.b,610f.c
镲	9485.b,5bdf.c
镳	9485.b,9e83.c
镴	9485.b,5de4.c
镵	9485.b,6bda.c
镶	9485.b,8944.c
長	2ff3.2ff8.5382.4e8c.4e00.30020.d,2ff1.4e0030020.e#
长	30020.a,4e00.m
門	20063.b,200db.c
閂	9580.a,4e00.g
閃	9580.a,4eba.g
閇	9580.a,4e0b.g
閉	9580.a,624d.g
閊	9580.a,5c71.g
開	9580.a,5f00.g
閏	9580.a,738b.g
閑	9580.a,6728.g
間	9580.a,65e5.g
閔	9580.a,6587.g
閖	9580.a,6c34.g
閘	9580.a,7532.g
閙	9580.a,5e02.g
閠	9580.a,7389.g
関	9580.a,5173.g
閣	9580.a,5404.g
閤	9580.a,5408.g
閥	9580.a,4f10.g
閧	9580.a,5171.g
閨	9580.a,572d.g
閭	9580.a,5415.g
閲	9580.a,5151.g
閹	9580.a,5944.g
閻	9580.a,81fd.g
閼	9580.a,65bc.g
閾	9580.a,6216.g
闃	9580.a,72ca.g
闇	9580.a,97f3.g
闊	9580.a,6d3b.g
闌	9580.a,67ec.g
闍	9580.a,8005.g
闔	9580.a,76cd.g
闕	9580.a,6b2e.g
闖	9580.a,99ac.g
闘	9580.a,2d530.g
關	9580.a,221c7.g
闡	9580.a,55ae.g
闢	9580.a,8f9f.g
闥	9580.a,9054.g
门	2ff0.2ff1.4e36.4e28.200cc.b,200cc.c
闩	95e8.a,4e00.g
闪	95e8.a,4eba.g
闫	95e8.a,4e09.g
闭	95e8.a,624d.g
问	95e8.a,53e3.g
闯	95e8.a,9a6c.g
闰	95e8.a,738b.g
闱	95e8.a,97e6.g
闲	95e8.a,6728.g
闳	95e8.a,53b7.g
间	95e8.a,65e5.g
闵	95e8.a,6587.g
闶	95e8.a,4ea2.g
闷	95e8.a,5fc3.g
闸	95e8.a,7532.g
闹	95e8.a,5e02.g
闺	95e8.a,572d.g
闻	95e8.a,8033.g
闼	95e8.a,8fbe.g
闽	95e8.a,866b.g
闾	95e8.a,5415.g
闿	95e8.a,5c82.g
阀	95e8.a,4f10.g
阁	95e8.a,5404.g
阂	95e8.a,4ea5.g
阃	95e8.a,56f0.g
阄	95e8.a,9f9f.g
阅	95e8.a,5151.g
阆	95e8.a,826f.g
阇	95e8.a,8005.g
阈	95e8.a,6216.g
阉	95e8.a,5944.g
阊	95e8.a,660c.g
阋	95e8.a,5152.g
阌	95e8.a,53d7.g
阍	95e8.a,660f.g
阎	95e8.a,81fd.g
阏	95e8.a,65bc.g
阐	95e8.a,5355.g
阑	95e8.a,67ec.g
阒	95e8.a,72ca.g
阔	95e8.a,6d3b.g
阕	95e8.a,7678.g
阖	95e8.a,76cd.g
阗	95e8.a,771f.g
阘	95f4.a,7fbd.g
阙	95e8.a,6b2e.g
阚	95e8.a,6562.g
阜	200a4.d,5341.e
阝	961d.a
队	961d.b,4eba.c
阡	961d.b,5343.c
阢	961d.b,5140.c
阨	961d.b,5384.c
阪	961d.b,53cd.c
阮	961d.b,5143.c
阯	961d.b,6b62.c
阱	961d.b,4e95.c
防	961d.b,65b9.c
阳	961d.b,65e5.c
阴	961d.b,6708.c
阵	961d.b,8f66.c
阶	961d.b,4ecb.c
阻	961d.b,4e14.c
阼	961d.b,4e4d.c
阽	961d.b,5360.c
阿	961d.b,53ef.c
陀	961d.b,5b83.c
陂	961d.b,76ae.c
附	961d.b,4ed8.c
际	961d.b,793a.c
陆	961d.b,51fb.c
陇	961d.b,9f99.c
陈	961d.b,4e1c.c
陉	961d.b,22016.c
陋	961d.b,2b825.c
陌	961d.b,767e.c
降	961d.b,5905.c
陎	961d.b,6731.c
陏	961d.b,6709.c
限	961d.b,826e.c
陑	961d.b,800c.c
陔	961d.b,4ea5.c
陕	961d.b,5939.c
陛	961d.b,5752.c
陜	961d.b,593e.c
陝	961d.b,3692.c
陞	961d.b,2127c.c
陟	961d.b,6b65.c
陡	961d.b,8d70.c
院	961d.b,5b8c.c
陣	961d.b,8eca.c
除	961d.b,4f59.c
陥	961d.b,2ff0.961d.2ff1.2e88.65e7.c
陦	961d.b,5bff.c
陧	961d.b,573c.c
陨	961d.b,5458.c
险	961d.b,4f65.c
陪	961d.b,5485.c
陬	961d.b,53d6.c
陰	961d.b,4f8c.c
陲	961d.b,5782.c
陳	961d.b,6771.c
陴	961d.b,5351.c
陵	961d.b,590c.c
陶	961d.b,530b.c
陷	961d.b,81fd.c
陸	961d.b,5774.c
険	961d.b,3452.c
陽	961d.b,661c.c
隃	961d.b,4fde.c
隅	961d.b,79ba.c
隆	961d.b,3685.c
隈	961d.b,754f.c
隊	961d.b,34b8.c
隋	961d.b,2ff0.961d.2ff1.5de6.2e9d.c
隍	961d.b,7687.c
階	961d.b,7686.c
随	961d.b,8ff6.c
隐	961d.b,6025.c
隔	961d.b,9b32.c
隕	961d.b,54e1.c
隗	961d.b,9b3c.c
隘	961d.b,76ca.c
隙	961d.b,21b74.c
際	961d.b,796d.c
障	961d.b,7ae0.c
隠	961d.b,226a9.c
隣	961d.b,7ca6.c
隧	961d.b,9042.c
隨	961d.b,9040.c
隩	961d.b,5965.c
險	961d.b,50c9.c
隰	961d.b,3b0e.c
隱	961d.b,396f.c
隲	961d.b,2ff0.961d.2ff1.5c11.99ac.c
隳	968b.d,201cd.e
隴	961d.b,9f8d.c
隶	8080.a,2ffb.8080.2ff0.51ab.2ff1.4e3f.4e36.m
隷	309ed.b,96b6.c
隸	67f0.b,96b6.c
隹	4ebb.b,2ff0.4ebb.2ff1.4ea0.9fb6.c
隺	2ff8.2ffb.4e3f.5196.2ff0.4e28.2ff1.4ea0.9fb6.a,2ff8.2ffb.4e3f.5196.2ff0.4e28.2ff1.4ea0.9fb6.j
隻	96b9.d,53c8.e
隼	96b9.d,5341.e
隽	96b9.d,4e43.e
难	53c8.b,96b9.c
雀	5c0f.d,96b9.e
雁	5382.a,5020.j
雄	53b7.b,96b9.c
雅	7259.b,96b9.c
集	96b9.d,6728.e
雇	6237.a,96b9.j
雉	77e2.b,96b9.c
雊	53e5.b,96b9.c
雋	96b9.d,23.28.2d.4e28.31c5.2d.4e28.200cc.29.e
雌	6b64.b,96b9.c
雍	4ea0.d,31048.e
雎	4e14.b,96b9.c
雏	520d.b,96b9.c
雑	6742.b,96b9.c
雒	5404.b,96b9.c
雕	5468.b,96b9.c
雖	867d.b,96b9.c
雙	96d4.d,53c8.e
雛	82bb.b,96b9.c
雜	305e3.b,96b9.c
雠	96b9.b,8c01.c
離	79bb.b,96b9.c
難	26c29.b,96b9.c
雨	4e00.d,20552.e
雩	96e8.d,4e8f.e
雪	96e8.d,2b739.e
雫	96e8.d,4e0b.e
雯	96e8.d,6587.e
雰	96e8.d,5206.e
雱	96e8.d,65b9.e
雲	96e8.d,4e91.e
雳	96e8.d,5386.e
零	96e8.d,4ee4.e
雷	96e8.d,7530.e
雹	96e8.d,5305.e
電	96e8.d,7535.e
雾	96e8.d,52a1.e
需	96e8.d,800c.e
霁	96e8.d,9f50.e
霄	96e8.d,8096.e
霅	96e8.d,8a00.e
霆	96e8.d,5ef7.e
震	96e8.d,8fb0.e
霈	96e8.d,6c9b.e
霉	96e8.d,6bcf.e
霊	96e8.d,2ff1.4e8c4e1a.e#
霍	96e8.d,96b9.e
霎	96e8.d,59be.e
霏	96e8.d,975e.e
霑	96e8.d,6cbe.e
霓	96e8.d,5152.e
霖	96e8.d,6797.e
霙	96e8.d,82f1.e
霜	96e8.d,76f8.e
霞	96e8.d,53da.e
霤	96e8.d,7559.e
霧	96e8.d,52d9.e
霨	96e8.d,5c09.e
霪	96e8.d,6deb.e
霭	96e8.d,8c12.e
霰	96e8.d,6563.e
露	96e8.d,8def.e
霸	96e8.d,4a57.e
霹	96e8.d,8f9f.e
霽	96e8.d,9f4a.e
霾	96e8.d,8c8d.e
靂	96e8.d,6b77.e
靄	96e8.d,8b01.e
靆	96f2.b,902e.c
靈	971d.d,5deb.e
靉	96f2.b,611b.c
青	9fb6.d,2e9d.e
靓	9752.b,89c1.c
靖	7acb.b,9752.c
静	9752.b,4e89.c
靛	9752.b,5b9a.c
靜	9752.b,4e89.c
非	4e09.b,2ff0.30224e09.c#
靠	544a.d,975e.e
靡	9ebb.a,975e.j
面	4e06.d,56de.e
靤	9762.b,5305.c
靥	538c.a,9762.j
靦	9762.b,898b.c
靨	53ad.d,9762.e
革	5eff.d,2ff1.5eff.2ffb.4e2d.4e00.e
靫	9769.b,53c9.c
靬	9769.b,5e72.c
靭	9769.b,5203.c
靰	9769.b,5140.c
靱	9769.b,5203.c
靳	9769.b,65a4.c
靴	9769.b,5316.c
靶	9769.b,5df4.c
靸	9769.b,53ca.c
靹	9769.b,5185.c
靺	9769.b,672b.c
靼	9769.b,65e6.c
靽	9769.b,534a.c
靿	9769.b,5e7c.c
鞁	9769.b,76ae.c
鞄	9769.b,5305.c
鞅	9769.b,592e.c
鞆	9769.b,4e19.c
鞋	9769.b,572d.c
鞍	9769.b,5b89.c
鞏	5de9.d,9769.e
鞐	9769.b,209d7.c
鞑	9769.b,8fbe.c
鞒	9769.b,4e54.c
鞔	9769.b,514d.c
鞘	9769.b,8096.c
鞜	9769.b,6c93.c
鞠	9769.b,530a.c
鞡	9769.b,62c9.c
鞣	9769.b,67d4.c
鞦	9769.b,79cb.c
鞧	9769.b,914b.c
鞨	9769.b,66f7.c
鞫	9769.b,8a07.c
鞬	9769.b,5efa.c
鞭	9769.b,4fbf.c
鞮	9769.b,662f.c
鞯	9769.b,8350.c
鞲	9769.b,5193.c
鞳	9769.b,8345.c
鞴	9769.b,24c07.c
韂	9769.b,8a79.c
韃	9769.b,9054.c
韆	9769.b,9077.c
韈	9769.b,8511.c
韋	2d1c1.d,3404.e
韓	2099d.b,97cb.c
韜	97cb.b,8200.c
韦	30001.a,200cc.m
韧	97e6.b,5203.c
韨	97e6.b,72ae.c
韩	2099d.b,97e6.c
韪	662f.a,97e6.l
韫	97e6.b,6637.c
韬	97e6.b,8200.c
韭	975e.d,4e00.e
韮	8279.d,97ed.e
韲	4ea0.d,2ff1.2ff3.4ea0.2ff2.5200.4e2b.31378.97ed97ed.e#
音	7acb.d,65e5.e
韵	97f3.b,5300.c
韶	97f3.b,53ec.c
韻	97f3.b,54e1.c
響	9109.d,97f3.e
頁	4e06.d,2ff1.2e9d5196.e#
頂	4e01.b,9801.c
頃	5315.b,9801.c
項	5de5.b,9801.c
順	5ddd.b,9801.c
須	5f61.b,9801.c
頌	516c.b,9801.c
頏	4ea2.b,9801.c
預	4e88.b,9801.c
頑	5143.b,9801.c
頒	5206.b,9801.c
頓	5c6f.b,9801.c
頗	76ae.b,9801.c
領	4ee4.b,9801.c
頚	5723.b,9801.c
頡	5409.b,9801.c
頤	268de.b,9801.c
頬	5939.b,9801.c
頭	8c46.b,9801.c
頴	25608.b,9801.c
頷	542b.b,9801.c
頸	5de0.b,9801.c
頻	6b65.b,9801.c
頼	675f.b,9801.c
頽	79c3.b,9801.c
顆	679c.b,9801.c
顋	601d.b,9801.c
題	662f.a,9801.l
額	5ba2.b,9801.c
顎	54a2.b,9801.c
顏	5f66.b,9801.c
顔	5f66.b,9801.c
顕	663e.b,9801.c
願	539f.b,9801.c
顛	771f.b,9801.c
類	2ff0.2ff1.7c73.72ac.9801.b,9801.c
顧	96c7.b,9801.c
顫	4eb6.b,9801.c
顯	3b0e.b,9801.c
顰	983b.d,5351.e
顱	76e7.b,9801.c
顳	8076.b,9801.c
顴	96da.b,9801.c
页	4e06.d,8d1d.e
顶	4e01.b,9875.c
顷	5315.b,9875.c
顸	5e72.b,9875.c
项	5de5.b,9875.c
顺	5ddd.b,9875.c
须	5f61.b,9875.c
顼	738b.b,9875.c
顽	5143.b,9875.c
顾	5384.b,9875.c
顿	5c6f.b,9875.c
颀	65a4.b,9875.c
颁	5206.b,9875.c
颂	516c.b,9875.c
颃	4ea2.b,9875.c
预	4e88.b,9875.c
颅	5362.b,9875.c
领	4ee4.b,9875.c
颇	76ae.b,9875.c
颈	22016.b,9875.c
颉	5409.b,9875.c
颊	5939.b,9875.c
颋	5ef7.b,9875.c
颌	5408.b,9875.c
颍	9877.a,6c34.k
颎	2dd01.b,9875.c
颏	4ea5.b,9875.c
颐	268de.b,9875.c
频	6b65.b,9875.c
颓	79c3.b,9875.c
颔	542b.b,9875.c
颖	9877.a,79be.k
颗	679c.b,9875.c
题	662f.a,9875.l
颙	79ba.b,9875.c
颚	54a2.b,9875.c
颛	8011.b,9875.c
颜	5f66.b,9875.c
额	5ba2.b,9875.c
颞	8042.b,9875.c
颟	2c72f.b,9875.c
颠	771f.b,9875.c
颡	6851.b,9875.c
颢	666f.b,9875.c
颤	4eb6.b,9875.c
颥	9700.b,9875.c
颦	9891.d,5351.e
颧	96da.b,9875.c
風	51e0.a,459d.g
颪	4e0b.d,98a8.e
颯	7acb.b,98a8.c
颱	98a8.a,53f0.l
颶	98a8.a,5177.l
飃	98a8.a,7968.l
飄	7968.b,98a8.c
飆	730b.b,98a8.c
风	51e0.a,4e42.g
飏	98ce.a,200d3.l
飐	98ce.a,5360.l
飑	98ce.a,5305.l
飒	7acb.b,98ce.c
飓	98ce.a,5177.l
飔	98ce.a,601d.l
飕	98ce.a,53df.l
飗	98ce.a,7559.l
飘	7968.b,98ce.c
飙	730b.b,98ce.c
飚	98ce.a,7131.l
飛	98de.d,2ff1.98de.2ffa.2ffb.2ff0.3002a.4e28.31c8.2ff1.4e3f.4e36.e
飜	756a.b,98db.c
飞	31c8.a,2ffa.31c8.2ff1.4e3f.4e36.l
食	4eba.d,826f.e
飢	98e0.b,51e0.c
飧	5915.b,98df.c
飨	4e61.b,98df.c
飩	98e0.b,5c6f.c
飫	98e0.b,592d.c
飭	98e0.b,31429.c
飮	2ff0.2ff1.4eba.7680.6b20.b,6b20.c
飯	98e0.b,53cd.c
飲	98e0.b,6b20.c
飴	98e0.b,53f0.c
飼	98e0.b,53f8.c
飽	98e0.b,5305.c
飾	98e0.b,2ff0.98e0.2ff1.20089.5dfe.c
餃	98e0.b,4ea4.c
餅	98e0.b,5e76.c
餉	98e0.b,5411.c
養	4491.d,2ff1.592b826f.e#
餌	98e0.b,8033.c
餍	538c.a,98df.j
餐	239bc.d,98df.e
餒	98e0.b,59a5.c
餓	98e0.b,6211.c
餔	98e0.b,752b.c
餘	98e0.b,4f59.c
餝	98e0.b,82b3.c
餞	98e0.b,6214.c
餠	98e0.b,5e76.c
餡	98e0.b,81fd.c
餤	98e0.b,708e.c
館	98e0.b,5b98.c
餬	98e0.b,80e1.c
餮	6b84.d,98df.e
餽	98e0.b,9b3c.c
餾	98e0.b,7559.c
饂	98e0.b,6637.c
饅	98e0.b,66fc.c
饉	98e0.b,5807.c
饋	98e0.b,8cb4.c
饌	98e0.b,5dfd.c
饐	98e0.b,58f9.c
饑	98e0.b,5e7e.c
饒	98e0.b,582f.c
饔	96cd.d,98df.e
饕	865f.d,98df.e
饗	9109.d,98df.e
饣	2e88.d,2010c.e
饥	9963.b,51e0.c
饧	9963.b,200d3.c
饨	9963.b,5c6f.c
饩	9963.b,6c14.c
饪	9963.b,58ec.c
饫	9963.b,592d.c
饬	9963.b,31429.c
饭	9963.b,53cd.c
饮	9963.b,6b20.c
饯	9963.b,620b.c
饰	9963.b,2ff0.9963.2ff1.20089.5dfe.c
饱	9963.b,5305.c
饲	9963.b,53f8.c
饳	9963.b,51fa.c
饴	9963.b,53f0.c
饵	9963.b,8033.c
饶	9963.b,5c27.c
饷	9963.b,5411.c
饸	9963.b,5408.c
饹	9963.b,5404.c
饺	9963.b,4ea4.c
饻	9963.b,8863.c
饼	9963.b,5e76.c
饽	9963.b,5b5b.c
饿	9963.b,6211.c
馀	9963.b,4f59.c
馁	9963.b,59a5.c
馃	9963.b,679c.c
馄	9963.b,6606.c
馅	9963.b,81fd.c
馆	9963.b,5b98.c
馇	9963.b,67e5.c
馈	9963.b,8d35.c
馉	9963.b,9aa8.c
馊	9963.b,53df.c
馋	9963.b,2b94e.c
馌	9963.b,76cd.c
馍	9963.b,83ab.c
馏	9963.b,7559.c
馐	9963.b,7f9e.c
馑	9963.b,5807.c
馒	9963.b,66fc.c
馓	9963.b,6563.c
馔	9963.b,5dfd.c
馕	9963.b,56ca.c
首	4491.d,81ea.e
馗	4e5d.a,9996.l
馘	9996.b,6216.c
香	79be.d,65e5.e
馝	9999.b,5fc5.c
馞	9999.b,5b5b.c
馥	9999.b,590d.c
馧	9999.b,6637.c
馨	6bb8.d,9999.e
馬	2ff9.2ff7.23.28.2d.4e00.4e28.62.200cc.29.30001.706c.a,706c.k
馭	99ac.b,53c8.c
馮	51ab.b,99ac.c
馳	99ac.b,4e5f.c
馴	99ac.b,5ddd.c
馼	99ac.b,6587.c
駁	99ac.b,723b.c
駄	99ac.b,592a.c
駅	99ac.b,5c3a.c
駆	99ac.b,533a.c
駈	99ac.b,4e18.c
駐	99ac.b,4e3b.c
駑	5974.d,99ac.e
駒	99ac.b,53e5.c
駕	52a0.d,99ac.e
駘	99ac.b,53f0.c
駛	99ac.b,53f2.c
駝	99ac.b,5b83.c
駟	99ac.b,56db.c
駢	99ac.b,5e76.c
駭	99ac.b,4ea5.c
駮	99ac.b,4ea4.c
駱	99ac.b,5404.c
駲	99ac.b,5dde.c
駸	99ac.b,20b36.c
駻	99ac.b,65f1.c
駿	99ac.b,590b.c
騁	99ac.b,7539.c
騅	99ac.b,96b9.c
騎	99ac.b,5947.c
騏	99ac.b,5176.c
騒	99ac.b,27221.c
験	99ac.b,3452.c
騙	99ac.b,6241.c
騨	99ac.b,5355.c
騫	21a04.d,99ac.e
騰	6708.b,99e6.c
騷	99ac.b,86a4.c
騾	99ac.b,7d2f.c
驀	83ab.d,99ac.e
驂	99ac.b,53c3.c
驃	99ac.b,7968.c
驅	99ac.b,5340.c
驍	99ac.b,582f.c
驕	99ac.b,55ac.c
驗	99ac.b,50c9.c
驚	656c.d,99ac.e
驛	99ac.b,776a.c
驟	99ac.b,805a.c
驢	99ac.b,76e7.c
驤	99ac.b,8944.c
驥	99ac.b,5180.c
驩	99ac.b,96da.c
驪	99ac.b,9e97.c
驫	99ac.d,9a33.e
马	22398.a,4e00.k
驭	9a6c.b,53c8.c
驮	9a6c.b,5927.c
驯	9a6c.b,5ddd.c
驰	9a6c.b,4e5f.c
驱	9a6c.b,533a.c
驲	9a6c.b,65e5.c
驳	9a6c.b,723b.c
驴	9a6c.b,6237.c
驵	9a6c.b,4e14.c
驶	9a6c.b,53f2.c
驷	9a6c.b,56db.c
驸	9a6c.b,4ed8.c
驹	9a6c.b,53e5.c
驺	9a6c.b,520d.c
驻	9a6c.b,4e3b.c
驼	9a6c.b,5b83.c
驽	5974.d,9a6c.e
驾	52a0.d,9a6c.e
驿	9a6c.b,20b24.c
骀	9a6c.b,53f0.c
骁	9a6c.b,5c27.c
骂	5405.d,9a6c.e
骃	9a6c.b,56e0.c
骄	9a6c.b,4e54.c
骅	9a6c.b,534e.c
骆	9a6c.b,5404.c
骇	9a6c.b,4ea5.c
骈	9a6c.b,5e76.c
骉	9a6c.d,3113f.e
骊	9a6c.b,4e3d.c
骋	9a6c.b,7539.c
验	9a6c.b,4f65.c
骍	9a6c.b,8f9b.c
骎	9a6c.b,20b36.c
骏	9a6c.b,590b.c
骐	9a6c.b,5176.c
骑	9a6c.b,5947.c
骒	9a6c.b,679c.c
骓	9a6c.b,96b9.c
骕	9a6c.b,8083.c
骖	9a6c.b,53c2.c
骗	9a6c.b,6241.c
骘	965f.d,9a6c.e
骙	9a6c.b,7678.c
骚	9a6c.b,86a4.c
骛	6544.d,9a6c.e
骜	6556.d,9a6c.e
骝	9a6c.b,7559.c
骞	21a04.d,9a6c.e
骟	9a6c.b,6247.c
骠	9a6c.b,7968.c
骡	9a6c.b,7d2f.c
骢	9a6c.b,60a4.c
骣	9a6c.b,5b71.c
骤	9a6c.b,805a.c
骥	9a6c.b,5180.c
骦	9a6c.b,971c.c
骧	9a6c.b,8944.c
骨	518e.d,2e9d.e
骭	9aa8.b,5e72.c
骰	9aa8.b,6bb3.c
骱	9aa8.b,4ecb.c
骶	9aa8.b,6c10.c
骷	9aa8.b,53e4.c
骸	9aa8.b,4ea5.c
骺	9aa8.b,540e.c
骼	9aa8.b,5404.c
髀	9aa8.b,5351.c
髁	9aa8.b,679c.c
髂	9aa8.b,5ba2.c
髃	9aa8.b,79ba.c
髄	9aa8.b,8ff6.c
髅	9aa8.b,5a04.c
髋	9aa8.b,5bbd.c
髌	9aa8.b,5bbe.c
髎	9aa8.b,7fcf.c
髏	9aa8.b,5a41.c
髑	9aa8.b,8700.c
髓	9aa8.b,9040.c
體	9aa8.b,8c4a.c
高	4ea0.d,2ff1.53e3518b.e#
髞	9ad8.b,55bf.c
髟	9578.b,5f61.c
髡	9adf.d,5140.e
髢	9adf.d,4e5f.e
髣	9adf.d,65b9.e
髦	9adf.d,6bdb.e
髪	9adf.d,53cb.e
髫	9adf.d,53ec.e
髭	9adf.d,6b64.e
髮	9adf.d,72ae.e
髯	9adf.d,5189.e
髱	9adf.d,5305.e
髴	9adf.d,5f17.e
髷	9adf.d,66f2.e
髹	9adf.d,4f11.e
髻	9adf.d,5409.e
髽	9adf.d,5750.e
鬃	9adf.d,5b97.e
鬆	9adf.d,677e.e
鬈	9adf.d,5377.e
鬏	9adf.d,79cb.e
鬒	9adf.d,771f.e
鬓	9adf.d,5bbe.e
鬘	9adf.d,66fc.e
鬚	9adf.d,9808.e
鬟	9adf.d,7758.e
鬢	9adf.d,8cd3.e
鬣	9adf.d,5de4.e
鬥	29c0b.b,2ff0.738b4e85.c#
鬧	9b25.a,5e02.g
鬨	9b25.a,5171.g
鬩	9b25.a,5152.g
鬪	9b25.a,2d530.g
鬮	9b25.a,9f9c.g
鬯	2068d.d,5315.e
鬱	2ff3.2ff4.6797.7f36.5196.2ff0.9b2f.5f61.d,2ff1.51962ff3.2ff4.6797.7f36.5196.2ff0.9b2f.5f61.e#
鬲	20b9b.d,2ff1.20b9b.2ff5.26270.4e28.e
鬶	89c4.d,9b32.e
鬷	9b32.b,3687.c
鬻	7ca5.d,9b32.e
鬼	4e3f.d,2ff1.4e3f.2ff7.9b3c.53b6.e
魁	9b3c.a,6597.l
魂	4e91.b,9b3c.c
魃	9b3c.a,72ae.l
魄	767d.b,9b3c.c
魅	9b3c.a,672a.l
魆	9b3c.a,6209.l
魇	538c.a,9b3c.j
魈	9b3c.a,8096.l
魉	9b3c.a,4e24.l
魋	9b3c.a,96b9.l
魍	9b3c.a,7f54.l
魎	9b3c.a,5169.l
魏	59d4.b,9b3c.c
魑	9b3c.a,79bb.l
魔	9ebb.a,9b3c.j
魘	53ad.d,9b3c.e
魚	2e88.d,2ff1.7530706c.e#
魯	9b5a.d,65e5.e
魴	9b5a.b,65b9.c
鮃	9b5a.b,5e73.c
鮎	9b5a.b,5360.c
鮑	9b5a.b,5305.c
鮒	9b5a.b,4ed8.c
鮓	9b5a.b,4e4d.c
鮖	9b5a.b,77f3.c
鮗	9b5a.b,51ac.c
鮟	9b5a.b,5b89.c
鮠	9b5a.b,5371.c
鮨	9b5a.b,65e8.c
鮪	9b5a.b,6709.c
鮫	9b5a.b,4ea4.c
鮭	9b5a.b,572d.c
鮮	9b5a.b,7f8a.c
鮴	9b5a.b,4f11.c
鮹	9b5a.b,8096.c
鯀	9b5a.b,7cfb.c
鯆	9b5a.b,752b.c
鯉	9b5a.b,91cc.c
鯊	6c99.d,9b5a.e
鯏	9b5a.b,5229.c
鯑	9b5a.b,5e0c.c
鯒	9b5a.b,752c.c
鯔	9b5a.b,753e.c
鯖	9b5a.b,9752.c
鯛	9b5a.b,5468.c
鯡	9b5a.b,975e.c
鯢	9b5a.b,5152.c
鯣	9b5a.b,6613.c
鯤	9b5a.b,6606.c
鯨	9b5a.b,4eac.c
鯰	9b5a.b,5ff5.c
鯱	9b5a.b,864e.c
鯲	9b5a.b,65bc.c
鯵	9b5a.b,53c2.c
鰄	9b5a.b,5a01.c
鰆	9b5a.b,6625.c
鰈	9b5a.b,67bc.c
鰉	9b5a.b,7687.c
鰊	9b5a.b,67ec.c
鰌	9b5a.b,914b.c
鰍	9b5a.b,79cb.c
鰐	9b5a.b,54a2.c
鰒	9b5a.b,590d.c
鰓	9b5a.b,601d.c
鰔	9b5a.b,54b8.c
鰕	9b5a.b,53da.c
鰛	9b5a.b,6637.c
鰡	9b5a.b,7559.c
鰤	9b5a.b,5e2b.c
鰥	9b5a.b,7714.c
鰭	9b5a.b,8006.c
鰮	9b5a.b,6637.c
鰯	9b5a.b,5f31.c
鰰	9b5a.b,795e.c
鰲	6556.d,9b5a.e
鰹	9b5a.b,5805.c
鰺	9b5a.b,53c3.c
鰻	9b5a.b,66fc.c
鰾	9b5a.b,7968.c
鱆	9b5a.b,7ae0.c
鱇	9b5a.b,5eb7.c
鱈	9b5a.b,96ea.c
鱒	9b5a.b,5c0a.c
鱗	9b5a.b,7ca6.c
鱚	9b5a.b,559c.c
